timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
5.725144320167601,5.119996070861816,-5.120003700256348,-9.529999313354493,0.0,0.0,0.0
5.727261893218383,-5.119996070861816,5.120003700256348,-9.724999008178711,0.0,0.0,0.0
5.729430880164728,-5.119992256164551,10.24000358581543,-9.919999656677247,0.0,0.0,0.0
5.731469694292173,-5.119999885559082,3.814697265625e-06,-9.50499969482422,0.0,0.0,0.0
5.733605693327263,-15.359987258911133,15.36001205444336,-10.039999542236329,0.0,0.0,0.0
5.735711857210845,3.814697265625e-06,5.119999885559082,-9.719998893737793,0.0,0.0,0.0
5.73779228515923,-15.359987258911133,15.36001205444336,-9.75499969482422,0.0,0.0,0.0
5.740740847308189,2.5599961280822754,-5.120001792907715,-11.484999237060547,0.0,0.0,0.0
5.743393820244819,0.0,0.0,-9.289999542236329,0.0,0.0,0.0
5.745522435288876,3.814697265625e-06,5.119999885559082,-8.709999618530274,0.0,0.0,0.0
5.7476241022814065,-5.119992256164551,10.24000358581543,-9.744999465942383,0.0,0.0,0.0
5.749757114332169,-3.814697265625e-06,-5.119999885559082,-9.874999580383301,0.0,0.0,0.0
5.752246531192213,5.119996070861816,-5.120003700256348,-10.544999656677247,0.0,0.0,0.0
5.754168225219473,-5.120003700256348,-5.119996070861816,-8.544999656677247,0.0,0.0,0.0
5.756355292163789,10.239986419677734,-15.360007286071777,-10.404999313354493,0.0,0.0,0.0
5.758494211360812,15.3599853515625,-20.480010986328125,-9.689999160766602,0.0,0.0,0.0
5.760726869339123,10.239995956420898,-5.120007514953613,-10.00499969482422,0.0,0.0,0.0
5.7627900873776525,-15.3599853515625,20.480010986328125,-9.424999771118165,0.0,0.0,0.0
5.764840042218566,-5.119992256164551,10.24000358581543,-9.764998970031739,0.0,0.0,0.0
5.766913194209337,-5.119992256164551,10.24000358581543,-9.859999237060547,0.0,0.0,0.0
5.768967516254634,-10.239995956420898,5.120007514953613,-9.764998970031739,0.0,0.0,0.0
5.771013588178903,3.814697265625e-06,5.119999885559082,-9.78499942779541,0.0,0.0,0.0
5.773067725356668,3.814697265625e-06,5.119999885559082,-9.829999504089356,0.0,0.0,0.0
5.775948139373213,-5.119999885559082,3.814697265625e-06,-11.432499465942383,0.0,0.0,0.0
5.778035857249051,-3.814697265625e-06,-5.119999885559082,-8.244999465942383,0.0,0.0,0.0
5.780089550185949,-10.239992141723633,10.240007400512695,-9.714999732971192,0.0,0.0,0.0
5.7822614992037416,-5.119999885559082,3.814697265625e-06,-10.084999618530274,0.0,0.0,0.0
5.7842759331688285,0.0,0.0,-9.44499927520752,0.0,0.0,0.0
5.78631234029308,-10.239995956420898,5.120007514953613,-9.844998893737793,0.0,0.0,0.0
5.788375407224521,0.0,0.0,-9.859999237060547,0.0,0.0,0.0
5.790435437345877,-10.239995956420898,5.120007514953613,-9.779999313354493,0.0,0.0,0.0
5.792635544203222,5.119992256164551,-10.24000358581543,-10.124999580383301,0.0,0.0,0.0
5.794681320199743,0.0,0.0,-9.454999504089356,0.0,0.0,0.0
5.796686130343005,-15.359991073608398,10.240012168884277,-9.704999504089356,0.0,0.0,0.0
5.798711342271417,5.119996070861816,-5.120003700256348,-9.849999008178711,0.0,0.0,0.0
5.800729455193505,5.119999885559082,-3.814697265625e-06,-9.764998970031739,0.0,0.0,0.0
5.802747711306438,10.239986419677734,-15.360007286071777,-9.804998931884766,0.0,0.0,0.0
5.804785641375929,-5.119992256164551,10.24000358581543,-9.85499912261963,0.0,0.0,0.0
5.806825154228136,-10.239995956420898,5.120007514953613,-9.809999046325684,0.0,0.0,0.0
5.808897622162476,-15.359991073608398,10.240012168884277,-9.894999084472657,0.0,0.0,0.0
5.81089978129603,-10.239999771118164,7.62939453125e-06,-9.634999809265137,0.0,0.0,0.0
